Run Num.,Best Fit Max,Best Fit Sorted,First Fit Max,First Fit Sorted,Worst Fit Max,Worst Fit Sorted,Allocable,Back Tracks
2602,0,0,0,0,0,0,0,1956
2603,0,0,0,0,0,0,0,1956
2604,0,0,0,0,0,0,0,1956
2605,0,0,0,0,0,0,0,5826
2606,0,0,0,0,0,0,0,1956
2607,0,0,0,0,0,0,0,4116
2608,0,0,0,0,0,0,0,1956
2609,0,0,0,0,0,0,0,1956
2610,0,0,0,0,0,0,0,14196
2611,0,0,0,0,0,0,0,1956
2612,0,0,0,0,0,0,0,2676
2613,0,0,0,0,0,0,0,10596
2614,0,0,0,0,0,0,0,2676
2615,0,0,0,0,0,0,0,1956
2616,0,0,0,0,0,0,0,1956
2617,0,0,0,0,0,0,0,1956
2618,0,0,0,0,0,0,0,3396
2619,0,0,0,0,0,0,0,1956
2620,0,0,0,0,0,0,0,1956
2621,0,0,0,0,0,0,0,8436
2622,0,0,0,0,0,0,0,5556
2623,0,0,0,0,0,0,0,3876
2624,0,0,0,0,0,0,0,1956
2625,0,0,0,0,0,0,0,3396
2626,0,0,0,0,0,0,0,1956
2627,0,0,0,0,0,0,0,1956
2628,0,0,0,0,0,0,0,4836
2629,0,0,0,0,0,0,0,23916
2630,0,0,0,0,0,0,0,8436
2631,0,0,0,0,0,0,0,4116
2632,0,0,0,0,0,0,0,2676
2633,0,0,0,0,0,0,0,1956
2634,0,0,0,0,0,0,0,1956
2635,0,0,0,0,0,0,0,6276
2636,0,0,0,0,0,0,0,17796
2637,0,0,0,0,0,0,0,1956
2638,0,0,0,0,0,0,0,4476
2639,0,0,0,0,0,0,0,3756
2640,0,0,0,0,0,0,0,1956
2641,0,0,0,0,0,0,0,49956
2642,0,0,0,0,0,0,0,1956
2643,0,0,0,0,0,0,0,2676
2644,0,0,0,0,0,0,0,1956
2645,0,0,0,0,0,0,0,1956
2646,0,0,0,0,0,0,0,1956
2647,0,0,0,0,0,0,0,1956
2648,0,0,0,0,0,0,0,2676
2649,0,0,0,0,0,0,0,1956
2650,0,0,0,0,0,0,0,4836
2651,0,0,0,0,0,0,0,4116
2652,0,0,0,0,0,0,0,1956
2653,0,0,0,0,0,0,0,3396
2654,0,0,0,0,0,0,0,1956
2655,0,0,0,0,0,0,0,1956
2656,0,0,0,0,0,0,0,1956
2657,0,0,0,0,0,0,0,3396
2658,0,0,0,0,0,0,0,3396
2659,0,0,0,0,0,0,0,1956
2660,0,0,0,0,0,0,0,1956
2661,0,0,0,0,0,0,0,2676
2662,0,0,0,0,0,0,0,1956
2663,0,0,0,0,0,0,0,1956
2664,0,0,0,0,0,0,0,1956
2665,0,0,0,0,0,0,0,1956
2666,0,0,0,0,0,0,0,1956
2667,0,0,0,0,0,0,0,3396
2668,0,0,0,0,0,0,0,4476
2669,0,0,0,0,0,0,0,1956
2670,0,0,0,0,0,0,0,1956
2671,0,0,0,0,0,0,0,1956
2672,0,0,0,0,0,0,0,1956
2673,0,0,0,0,0,0,0,1956
2674,0,0,0,0,0,0,0,1956
2675,0,0,0,0,0,0,0,2676
2676,0,0,0,0,0,0,0,1956
2677,0,0,0,0,0,0,0,1956
2678,0,0,0,0,0,0,0,5556
2679,0,0,0,0,0,0,0,1956
2680,0,0,0,0,0,0,0,4836
2681,0,0,0,0,0,0,0,2676
2682,0,0,0,0,0,0,0,2676
2683,0,0,0,0,0,0,0,2676
2684,0,0,0,0,0,0,0,3396
2685,0,0,0,0,0,0,0,4116
2686,0,0,0,0,0,0,0,10236
2687,0,0,0,0,0,0,0,3396
2688,0,0,0,0,0,0,0,93996
2689,0,0,0,0,0,0,0,1956
2690,0,0,0,0,0,0,0,3396
2691,0,0,0,0,0,0,0,3396
2692,0,0,0,0,0,0,0,1956
2693,0,0,0,0,0,0,0,3396
2694,0,0,0,0,0,0,0,4116
2695,0,0,0,0,0,0,0,1956
2696,0,0,0,0,0,0,0,1956
2697,0,0,0,0,0,0,0,3396
2698,0,0,0,0,0,0,0,4836
2699,0,0,0,0,0,0,0,1956
2700,0,0,0,0,0,0,0,1956
2701,0,0,0,0,0,0,0,2676
2702,0,0,0,0,0,0,0,1956
2703,0,0,0,0,0,0,0,1956
2704,0,0,0,0,0,0,0,3396
2705,0,0,0,0,0,0,0,1956
2706,0,0,0,0,0,0,0,1956
2707,0,0,0,0,0,0,0,3396
2708,0,0,0,0,0,0,0,1956
2709,0,0,0,0,0,0,0,1956
2710,0,0,0,0,0,0,0,4836
2711,0,0,0,0,0,0,0,1956
2712,0,0,0,0,0,0,0,1956
2713,0,0,0,0,0,0,0,1956
2714,0,0,0,0,0,0,0,1956
2715,0,0,0,0,0,0,0,1956
2716,0,0,0,0,0,0,0,1956
2717,0,0,0,0,0,0,0,3396
2718,0,0,0,0,0,0,0,1956
2719,0,0,0,0,0,0,0,2676
2720,0,0,0,0,0,0,0,1956
2721,0,0,0,0,0,0,0,1956
2722,0,0,0,0,0,0,0,2676
2723,0,0,0,0,0,0,0,1956
2724,0,0,0,0,0,0,0,2676
2725,0,0,0,0,0,0,0,1956
2726,0,0,0,0,0,0,0,1956
2727,0,0,0,0,0,0,0,3756
2728,0,0,0,0,0,0,0,1956
2729,0,0,0,0,0,0,0,1956
2730,0,0,0,0,0,0,0,1956
2731,0,0,0,0,0,0,0,4836
2732,0,0,0,0,0,0,0,4116
2733,0,0,0,0,0,0,0,17076
2734,0,0,0,0,0,0,0,13956
2735,0,0,0,0,0,0,0,1956
2736,0,0,0,0,0,0,0,7716
2737,0,0,0,0,0,0,0,5556
2738,0,0,0,0,0,0,0,1956
2739,0,0,0,0,0,0,0,1956
2740,0,0,0,0,0,0,0,1956
2741,0,0,0,0,0,0,0,25836
2742,0,0,0,0,0,0,0,33276
2743,0,0,0,0,0,0,0,3396
2744,0,0,0,0,0,0,0,3756
2745,0,0,0,0,0,0,0,1956
2746,0,0,0,0,0,0,0,11316
2747,0,0,0,0,0,0,0,1956
2748,0,0,0,0,0,0,0,13626
2749,0,0,0,0,0,0,0,27636
2750,0,0,0,0,0,0,0,1956
2751,0,0,0,0,0,0,0,1956
2752,0,0,0,0,0,0,0,1956
2753,0,0,0,0,0,0,0,6276
2754,0,0,0,0,0,0,0,6276
2755,0,0,0,0,0,0,0,3396
2756,0,0,0,0,0,0,0,101316
2757,0,0,0,0,0,0,0,1956
2758,0,0,0,0,0,0,0,4836
2759,0,0,0,0,0,0,0,3756
2760,0,0,0,0,0,0,0,1956
2761,0,0,0,0,0,0,0,6276
2762,0,0,0,0,0,0,0,10236
2763,0,0,0,0,0,0,0,5556
2764,0,0,0,0,0,0,0,3756
2765,0,0,0,0,0,0,0,1956
2766,0,0,0,0,0,0,0,1956
2767,0,0,0,0,0,0,0,2676
2768,0,0,0,0,0,0,0,2676
2769,0,0,0,0,0,0,0,4116
2770,0,0,0,0,0,0,0,3396
2771,0,0,0,0,0,0,0,1956
2772,0,0,0,0,0,0,0,5556
2773,0,0,0,0,0,0,0,1956
2774,0,0,0,0,0,0,0,3396
2775,0,0,0,0,0,0,0,2676
2776,0,0,0,0,0,0,0,2676
2777,0,0,0,0,0,0,0,1956
2778,0,0,0,0,0,0,0,1956
2779,0,0,0,0,0,0,0,3906
2780,0,0,0,0,0,0,0,1956
2781,0,0,0,0,0,0,0,1956
2782,0,0,0,0,0,0,0,3396
2783,0,0,0,0,0,0,0,7296
2784,0,0,0,0,0,0,0,1956
2785,0,0,0,0,0,0,0,1956
2786,0,0,0,0,0,0,0,3396
2787,0,0,0,0,0,0,0,6756
2788,0,0,0,0,0,0,0,1956
2789,0,0,0,0,0,0,0,4116
2790,0,0,0,0,0,0,0,2676
2791,0,0,0,0,0,0,0,2676
2792,0,0,0,0,0,0,0,1956
2793,0,0,0,0,0,0,0,6996
2794,0,0,0,0,0,0,0,1956
2795,0,0,0,0,0,0,0,5916
2796,0,0,0,0,0,0,0,1956
2797,0,0,0,0,0,0,0,4836
2798,0,0,0,0,0,0,0,6276
2799,0,0,0,0,0,0,0,1956
2800,0,0,0,0,0,0,0,1956
2801,0,0,0,0,0,0,0,1956
2802,0,0,0,0,0,0,0,1956
2803,0,0,0,0,0,0,0,12756
2804,0,0,0,0,0,0,0,3396
2805,0,0,0,0,0,0,0,1956
2806,0,0,0,0,0,0,0,3396
2807,0,0,0,0,0,0,0,1956
2808,0,0,0,0,0,0,0,9156
2809,0,0,0,0,0,0,0,1956
2810,0,0,0,0,0,0,0,1956
2811,0,0,0,0,0,0,0,1956
2812,0,0,0,0,0,0,0,1956
2813,0,0,0,0,0,0,0,4596
2814,0,0,0,0,0,0,0,1956
2815,0,0,0,0,0,0,0,1956
2816,0,0,0,0,0,0,0,1956
2817,0,0,0,0,0,0,0,1956
2818,0,0,0,0,0,0,0,4836
2819,0,0,0,0,0,0,0,2676
2820,0,0,0,0,0,0,0,4836
2821,0,0,0,0,0,0,0,14556
2822,0,0,0,0,0,0,0,7356
2823,0,0,0,0,0,0,0,1956
2824,0,0,0,0,0,0,0,3876
2825,0,0,0,0,0,0,0,5556
2826,0,0,0,0,0,0,0,2676
2827,0,0,0,0,0,0,0,4836
2828,0,0,0,0,0,0,0,1956
2829,0,0,0,0,0,0,0,1956
2830,0,0,0,0,0,0,0,1956
2831,0,0,0,0,0,0,0,1956
2832,0,0,0,0,0,0,0,1956
2833,0,0,0,0,0,0,1,79
2834,0,0,0,0,0,0,0,1956
2835,0,0,0,0,0,0,0,1956
2836,0,0,0,0,0,0,0,4116
2837,0,0,0,0,0,0,0,1956
2838,0,0,0,0,0,0,0,1956
2839,0,0,0,0,0,0,0,1956
2840,0,0,0,0,0,0,0,1956
2841,0,0,0,0,0,0,0,1956
2842,0,0,0,0,0,0,0,1956
2843,0,0,0,0,0,0,0,2676
2844,0,0,0,0,0,0,0,1956
2845,0,0,0,0,0,0,0,1956
2846,0,0,0,0,0,0,0,1956
2847,0,0,0,0,0,0,0,3756
2848,0,0,0,0,0,0,0,5556
2849,0,0,0,0,0,0,0,3876
2850,0,0,0,0,0,0,0,1956
2851,0,0,0,0,0,0,0,3396
2852,0,0,0,0,0,0,0,1956
2853,0,0,0,0,0,0,0,4116
2854,0,0,0,0,0,0,0,7716
2855,0,0,0,0,0,0,0,10956
2856,0,0,0,0,0,0,0,1956
2857,0,0,0,0,0,0,0,3396
2858,0,0,0,0,0,0,0,1956
2859,0,0,0,0,0,0,0,1956
2860,0,0,0,0,0,0,0,3756
2861,0,0,0,0,0,0,0,7236
2862,0,0,0,0,0,0,0,5196
2863,0,0,0,0,0,0,0,6996
2864,0,0,0,0,0,0,0,15276
2865,0,0,0,0,0,0,0,1956
2866,0,0,0,0,0,0,0,1956
2867,0,0,0,0,0,0,0,2676
2868,0,0,0,0,0,0,0,14316
2869,0,0,0,0,0,0,0,1956
2870,0,0,0,0,0,0,0,3396
2871,0,0,0,0,0,0,0,1956
2872,0,0,0,0,0,0,0,31476
2873,0,0,0,0,0,0,0,4116
2874,0,0,0,0,0,0,0,1956
2875,0,0,0,0,0,0,0,5196
2876,0,0,0,0,0,0,0,1956
2877,0,0,0,0,0,0,0,5916
2878,0,0,0,0,0,0,0,1956
2879,0,0,0,0,0,0,0,1956
2880,0,0,0,0,0,0,0,1956
2881,0,0,0,0,0,0,0,8436
2882,0,0,0,0,0,0,0,1956
2883,0,0,0,0,0,0,0,1956
2884,0,0,0,0,0,0,0,1956
2885,0,0,0,0,0,0,0,1956
2886,0,0,0,0,0,0,0,1956
2887,0,0,0,0,0,0,0,4116
2888,0,0,0,0,0,0,0,1956
2889,0,0,0,0,0,0,0,4116
2890,0,0,0,0,0,0,0,1956
2891,0,0,0,0,0,0,0,4116
2892,0,0,0,0,0,0,0,1956
2893,0,0,0,0,0,0,0,2676
2894,0,0,0,0,0,0,0,1956
2895,0,0,0,0,0,0,0,2676
2896,0,0,0,0,0,0,0,1956
2897,0,0,0,0,0,0,0,1956
2898,0,0,0,0,0,0,0,1956
2899,0,0,0,0,0,0,0,2676
2900,0,0,0,0,0,0,0,1956
2901,0,0,0,0,0,0,0,3396
2902,0,0,0,0,0,0,0,1956
2903,0,0,0,0,0,0,0,4836
2904,0,0,0,0,0,0,0,3876
2905,0,0,0,0,0,0,0,4836
2906,0,0,0,0,0,0,0,3396
2907,0,0,0,0,0,0,0,3396
2908,0,0,0,0,0,0,0,1956
2909,0,0,0,0,0,0,0,2676
2910,0,0,0,0,0,0,0,1956
2911,0,0,0,0,0,0,0,3396
2912,0,0,0,0,0,0,0,1956
2913,0,0,0,0,0,0,0,9156
2914,0,0,0,0,0,0,0,1956
2915,0,0,0,0,0,0,0,4116
2916,0,0,0,0,0,0,0,1956
2917,0,0,0,0,0,0,0,2676
2918,0,0,0,0,0,0,0,1956
2919,0,0,0,0,0,0,0,1956
2920,0,0,0,0,0,0,0,1956
2921,0,0,0,0,0,0,0,4836
2922,0,0,0,0,0,0,0,4116
2923,0,0,0,0,0,0,0,9156
2924,0,0,0,0,0,0,0,12756
2925,0,0,0,0,0,0,0,1956
2926,1,1,1,1,1,0,0,0
2927,0,0,0,0,0,0,0,6276
2928,0,0,0,0,0,0,0,1956
2929,0,0,0,0,0,0,0,1956
2930,0,0,0,0,0,0,0,2676
2931,0,0,0,0,0,0,0,2676
2932,0,0,0,0,0,0,0,5832
2933,0,0,0,0,0,0,0,1956
2934,0,0,0,0,0,0,0,1956
2935,0,0,0,0,0,0,0,3396
2936,0,0,0,0,0,0,0,1956
2937,0,0,0,0,0,0,0,1956
2938,0,0,0,0,0,0,0,1956
2939,0,0,0,0,0,0,0,5556
2940,0,0,0,0,0,0,0,4476
2941,0,0,0,0,0,0,0,1956
2942,0,0,0,0,0,0,0,1956
2943,0,0,0,0,0,0,0,1956
2944,0,0,0,0,0,0,0,14196
2945,0,0,0,0,0,0,0,9156
2946,0,0,0,0,0,0,0,4116
2947,0,0,0,0,0,0,0,1956
2948,0,0,0,0,0,0,0,4116
2949,0,0,0,0,0,0,0,3396
2950,0,0,0,0,0,0,0,1956
2951,0,0,0,0,0,0,0,1956
2952,0,0,0,0,0,0,0,3396
2953,0,0,0,0,0,0,0,2676
2954,0,0,0,0,0,0,0,10956
2955,0,0,0,0,0,0,0,4596
2956,0,0,0,0,0,0,0,1956
2957,0,0,0,0,0,0,0,1956
2958,0,0,0,0,0,0,0,6276
2959,0,0,0,0,0,0,0,1956
2960,0,0,0,0,0,0,0,1956
2961,0,0,0,0,0,0,0,1956
2962,0,0,0,0,0,0,0,1956
2963,0,0,0,0,0,0,0,1956
2964,0,0,0,0,0,0,0,10746
2965,0,0,0,0,0,0,0,11826
2966,0,0,0,0,0,0,0,6276
2967,0,0,0,0,0,0,0,1956
2968,0,0,0,0,0,0,0,1956
2969,0,0,0,0,0,0,0,1956
2970,0,0,0,0,0,0,0,1956
2971,0,0,0,0,0,0,0,1956
2972,0,0,0,0,0,0,0,1956
2973,0,0,0,0,0,0,0,1956
2974,0,0,0,0,0,0,0,5916
2975,0,0,0,0,0,0,0,1956
2976,0,0,0,0,0,0,0,2676
2977,0,0,0,0,0,0,0,2676
2978,0,0,0,0,0,0,0,3396
2979,0,0,0,0,0,0,0,2676
2980,0,0,0,0,0,0,0,1956
2981,0,0,0,0,0,0,0,1956
2982,0,0,0,0,0,0,0,9156
2983,0,0,0,0,0,0,0,1956
2984,0,0,0,0,0,0,0,3396
2985,0,0,0,0,0,0,0,1956
2986,0,0,0,0,0,0,0,12876
2987,0,0,0,0,0,0,0,4836
2988,0,0,0,0,0,0,0,2676
2989,0,0,0,0,0,0,0,3396
2990,0,0,0,0,0,0,0,1956
2991,0,0,0,0,0,0,0,4836
2992,0,0,0,0,0,0,0,7476
2993,0,0,0,0,0,0,0,3396
2994,0,0,0,0,0,0,0,21396
2995,0,0,0,0,0,0,0,1956
2996,0,0,0,0,0,0,0,5196
2997,0,0,0,0,0,0,0,1956
2998,0,0,0,0,0,0,0,1956
2999,0,0,0,0,0,0,0,3396
3000,0,0,0,0,0,0,0,4476
3001,0,0,0,0,0,0,0,1956
3002,0,0,0,0,0,0,0,1956
3003,0,0,0,0,0,0,0,1956
3004,0,0,0,0,0,0,0,2676
3005,0,0,0,0,0,0,0,14196
3006,0,0,0,0,0,0,0,2676
3007,0,0,0,0,0,0,0,7716
3008,0,0,0,0,0,0,0,3756
3009,0,0,0,0,0,0,0,1956
3010,0,0,0,0,0,0,0,1956
3011,0,0,0,0,0,0,0,3396
3012,0,0,0,0,0,0,0,1956
3013,0,0,0,0,0,0,0,4116
3014,0,0,0,0,0,0,0,1956
3015,0,0,0,0,0,0,0,1956
3016,0,0,0,0,0,0,0,2676
3017,0,0,0,0,0,0,0,3396
3018,0,0,0,0,0,0,0,3396
3019,0,0,0,0,0,0,0,1956
3020,0,0,0,0,0,0,0,11436
3021,0,0,0,0,0,0,0,9996
3022,0,0,0,0,0,0,0,2676
3023,0,0,0,0,0,0,0,3396
3024,0,0,0,0,0,0,0,1956
3025,0,0,0,0,0,0,0,6996
3026,0,0,0,0,0,0,0,3396
3027,0,0,0,0,0,0,0,11316
3028,0,0,0,0,0,0,0,1956
3029,0,0,0,0,0,0,0,1956
3030,0,0,0,0,0,0,0,1956
3031,0,0,0,0,0,0,0,3396
3032,0,0,0,0,0,0,0,1956
3033,0,0,0,0,0,0,0,1956
3034,0,0,0,0,0,0,0,10032
3035,0,0,0,0,0,0,0,4116
3036,0,0,0,0,0,0,0,1956
3037,0,0,0,0,0,0,0,1956
3038,0,0,0,0,0,0,0,12036
3039,0,0,0,0,0,0,0,1956
3040,0,0,0,0,0,0,0,1956
3041,0,0,0,0,0,0,0,2676
3042,0,0,0,0,0,0,0,1956
3043,0,0,0,0,0,0,0,1956
3044,0,0,0,0,0,0,0,1956
3045,0,0,0,0,0,0,0,4116
3046,0,0,0,0,0,0,0,7956
3047,0,0,0,0,0,0,0,1956
3048,0,0,0,0,0,0,0,31476
3049,0,0,0,0,0,0,0,2676
3050,0,0,0,0,0,0,0,1956
3051,0,0,0,0,0,0,0,1956
3052,0,0,0,0,0,0,0,2676
3053,0,0,0,0,0,0,0,3396
3054,0,0,0,0,0,0,0,2676
3055,0,0,0,0,0,0,0,2676
3056,0,0,0,0,0,0,0,1956
3057,0,0,0,0,0,0,0,1956
3058,0,0,0,0,0,0,0,1956
3059,0,0,0,0,0,0,0,44076
3060,0,0,0,0,0,0,0,1956
3061,0,0,0,0,0,0,0,3396
3062,0,0,0,0,0,0,0,3756
3063,0,0,0,0,0,0,0,6276
3064,0,0,0,0,0,0,0,1956
3065,0,0,0,0,0,0,0,10596
3066,0,0,0,0,0,0,0,2676
3067,0,0,0,0,0,0,0,4116
3068,0,0,0,0,0,0,0,1956
3069,0,0,0,0,0,0,0,2676
3070,0,0,0,0,0,0,0,1956
3071,0,0,0,0,0,0,0,5556
3072,0,0,0,0,0,0,0,1956
3073,0,0,0,0,0,0,0,1956
3074,0,0,0,0,0,0,0,2676
3075,0,0,0,0,0,0,0,1956
3076,0,0,0,0,0,0,0,1956
3077,0,0,0,0,0,0,0,2676
3078,0,0,0,0,0,0,0,1956
3079,0,0,0,0,0,0,0,4476
3080,0,0,0,0,0,0,0,1956
3081,0,0,0,0,0,0,0,1956
3082,0,0,0,0,0,0,0,12996
3083,0,0,0,0,0,0,0,3396
3084,0,0,0,0,0,0,0,3876
3085,0,0,0,0,0,0,0,1956
3086,0,0,0,0,0,0,0,2676
3087,0,0,0,0,0,0,0,3396
3088,0,0,0,0,0,0,0,3396
3089,0,0,0,0,0,0,0,1956
3090,0,0,0,0,0,0,0,1956
3091,0,0,0,0,0,0,0,4116
3092,0,0,0,0,0,0,0,1956
3093,0,0,0,0,0,0,0,5676
3094,0,0,0,0,0,0,0,8436
3095,0,0,0,0,0,0,0,1956
3096,0,0,0,0,0,0,0,1956
3097,0,0,0,0,0,0,0,3756
3098,0,0,0,0,0,0,0,1956
3099,0,0,0,0,0,0,0,47316
3100,0,0,0,0,0,0,0,1956
3101,0,0,0,0,0,0,0,4116
3102,0,0,0,0,0,0,0,1956
3103,0,0,0,0,0,0,0,13836
3104,0,0,0,0,0,0,0,4836
3105,0,0,0,0,0,0,0,1956
3106,0,0,0,0,0,0,0,1956
3107,0,0,0,0,0,0,0,1956
3108,0,0,0,0,0,0,0,4836
3109,0,0,0,0,0,0,0,4116
3110,0,0,0,0,0,0,0,5556
3111,0,0,0,0,0,0,0,40596
3112,0,0,0,0,0,0,0,1956
3113,0,0,0,0,0,0,0,1956
3114,0,0,0,0,0,0,0,3396
3115,0,0,0,0,0,0,0,4476
3116,0,0,0,0,0,0,0,1956
3117,0,0,0,0,0,0,0,3396
3118,0,0,0,0,0,0,0,1956
3119,0,0,0,0,0,0,0,1956
3120,0,0,0,0,0,0,0,3396
3121,0,0,0,0,0,0,0,3396
3122,0,0,0,0,0,0,0,3396
3123,0,0,0,0,0,0,0,1956
3124,0,0,0,0,0,0,0,1956
3125,0,0,0,0,0,0,0,3756
3126,0,0,0,0,0,0,0,1956
3127,0,0,0,0,0,0,0,1956
3128,0,0,0,0,0,0,0,1956
3129,0,0,0,0,0,0,0,4116
3130,0,0,0,0,0,0,0,3912
3131,0,0,0,0,0,0,0,9702
3132,0,0,0,0,0,0,0,1956
3133,0,0,0,0,0,0,0,1956
3134,0,0,0,0,0,0,0,5316
3135,0,0,0,0,0,0,0,2676
3136,0,0,0,0,0,0,0,2676
3137,0,0,0,0,0,0,0,5196
3138,0,0,0,0,0,0,0,1956
3139,0,0,0,0,0,0,0,1956
3140,0,0,0,0,0,0,0,1956
3141,0,0,0,0,0,0,0,6276
3142,0,0,0,0,0,0,0,13266
3143,0,0,0,0,0,0,0,1956
3144,0,0,0,0,0,0,0,1956
3145,0,0,0,0,0,0,0,1956
3146,0,0,0,0,0,0,0,1956
3147,0,0,0,0,0,0,0,4116
3148,0,0,0,0,0,0,0,5556
3149,0,0,0,0,0,0,0,1956
3150,0,0,0,0,0,0,0,3756
3151,0,0,0,0,0,0,0,1956
3152,0,0,0,0,0,0,0,12396
3153,0,0,0,0,0,0,0,1956
3154,0,0,0,0,0,0,0,1956
3155,0,0,0,0,0,0,0,4116
3156,0,0,0,0,0,0,0,1956
3157,0,0,0,0,0,0,0,3756
3158,0,0,0,0,0,0,0,1956
3159,0,0,0,0,0,0,0,1956
3160,0,0,0,0,0,0,0,3756
3161,0,0,0,0,0,0,0,3396
3162,0,0,0,0,0,0,0,4836
3163,0,0,0,0,0,0,0,1956
3164,0,0,0,0,0,0,0,1956
3165,0,0,0,0,0,0,0,4116
3166,0,0,0,0,0,0,0,1956
3167,0,0,0,0,0,0,0,44946
3168,0,0,0,0,0,0,0,1956
3169,0,0,0,0,0,0,0,3396
3170,0,0,0,0,0,0,0,5316
3171,0,0,0,0,0,0,0,1956
3172,0,0,0,0,0,0,0,4836
3173,0,0,0,0,0,0,0,5556
3174,0,0,0,0,0,0,0,1956
3175,0,0,0,0,0,0,0,2676
3176,0,0,0,0,0,0,0,1956
3177,0,0,0,0,0,0,0,2676
3178,0,0,0,0,0,0,0,1956
3179,0,0,0,0,0,0,0,1956
3180,0,0,0,0,0,0,0,3396
3181,0,0,0,0,0,0,0,2676
3182,0,0,0,0,0,0,0,1956
3183,0,0,0,0,0,0,0,1956
3184,0,0,0,0,0,0,0,3396
3185,0,0,0,0,0,0,0,1956
3186,0,0,0,0,0,0,0,4116
3187,0,0,0,0,0,0,0,1956
3188,0,0,0,0,0,0,0,1956
3189,0,0,0,0,0,0,0,1956
3190,0,0,0,0,0,0,0,1956
3191,0,0,0,0,0,0,0,1956
3192,0,0,0,0,0,0,0,1956
3193,0,0,0,0,0,0,0,2676
3194,0,0,0,0,0,0,0,1956
3195,0,0,0,0,0,0,0,2676
3196,0,0,0,0,0,0,0,1956
3197,0,0,0,0,0,0,0,2676
3198,0,0,0,0,0,0,0,4116
3199,0,0,0,0,0,0,0,4116
3200,0,0,0,0,0,0,0,4626
3201,0,0,0,0,0,0,0,3756
3202,0,0,0,0,0,0,0,4116
3203,0,0,0,0,0,0,0,1956
3204,0,0,0,0,0,0,0,1956
3205,0,0,0,0,0,0,0,1956
3206,0,0,0,0,0,0,0,2676
3207,0,0,0,0,0,0,0,1956
3208,0,0,0,0,0,0,0,1956
3209,0,0,0,0,0,0,0,1956
3210,0,0,0,0,0,0,0,1956
3211,0,0,0,0,0,0,0,1956
3212,0,0,0,0,0,0,0,1956
3213,0,0,0,0,0,0,0,3396
3214,0,0,0,0,0,0,0,1956
3215,0,0,0,0,0,0,0,1956
3216,0,0,0,0,0,0,0,1956
3217,0,0,0,0,0,0,0,7506
3218,0,0,0,0,0,0,0,1956
3219,0,0,0,0,0,0,0,1956
3220,0,0,0,0,0,0,0,1956
3221,0,0,0,0,0,0,0,9156
3222,0,0,0,0,0,0,0,1956
3223,0,0,0,0,0,0,0,3396
3224,0,0,0,0,0,0,0,1956
3225,0,0,0,0,0,0,0,1956
3226,0,0,0,0,0,0,0,1956
3227,0,0,0,0,0,0,0,1956
3228,0,0,0,0,0,0,0,4476
3229,0,0,0,0,0,0,0,5196
3230,0,0,0,0,0,0,0,1956
3231,0,0,0,0,0,0,0,4116
3232,0,0,0,0,0,0,0,25716
3233,0,0,0,0,0,0,0,9876
3234,0,0,0,0,0,0,0,1956
3235,0,0,0,0,0,0,0,1956
3236,0,0,0,0,0,0,0,2676
3237,0,0,0,0,0,0,0,1956
3238,0,0,0,0,0,0,0,1956
3239,0,0,0,0,0,0,0,3396
3240,0,0,0,0,0,0,0,1956
3241,0,0,0,0,0,0,0,1956
3242,0,0,0,0,0,0,0,2676
3243,0,0,0,0,0,0,0,1956
3244,0,0,0,0,0,0,0,2676
3245,0,0,0,0,0,0,0,4116
3246,0,0,0,0,0,0,0,6996
3247,0,0,0,0,0,0,0,1956
3248,0,0,0,0,0,0,0,3396
3249,0,0,0,0,0,0,0,4836
3250,0,0,0,0,0,0,0,6066
3251,0,0,0,0,0,0,0,1956
3252,0,0,0,0,0,0,0,1956
3253,0,0,0,0,0,0,0,1956
3254,0,0,0,0,0,0,0,1956
3255,0,0,0,0,0,0,0,4116
3256,0,0,0,0,0,0,0,2676
3257,0,0,0,0,0,0,0,2676
3258,0,0,0,0,0,0,0,4626
3259,0,0,0,0,0,0,0,2676
3260,0,0,0,0,0,0,0,1956
3261,0,0,0,0,0,0,0,5196
3262,0,0,0,0,0,0,0,3756
3263,0,0,0,0,0,0,0,1956
3264,0,0,0,0,0,0,0,16356
3265,0,0,0,0,0,0,0,6276
3266,0,0,0,0,0,0,0,3396
3267,0,0,0,0,0,0,0,10596
3268,0,0,0,0,0,0,0,2676
3269,0,0,0,0,0,0,0,1956
3270,0,0,0,0,0,0,0,1956
3271,0,0,0,0,0,0,0,3396
3272,0,0,0,0,0,0,0,1956
3273,0,0,0,0,0,0,0,12756
3274,0,0,0,0,0,0,0,1956
3275,0,0,0,0,0,0,0,1956
3276,0,0,0,0,0,0,0,1956
3277,0,0,0,0,0,0,0,6996
3278,0,0,0,0,0,0,0,7476
3279,0,0,0,0,0,0,0,1956
3280,0,0,0,0,0,0,0,1956
3281,0,0,0,0,0,0,0,4626
3282,0,0,0,0,0,0,0,2676
3283,0,0,0,0,0,0,0,1956
3284,0,0,0,0,0,0,0,5556
3285,0,0,0,0,0,0,0,3756
3286,0,0,0,0,0,0,0,1956
3287,0,0,0,0,0,0,0,5556
3288,0,0,0,0,0,0,0,1956
3289,0,0,0,0,0,0,0,4116
3290,0,0,0,0,0,0,0,1956
3291,0,0,0,0,0,0,0,1956
3292,0,0,0,0,0,0,0,1956
3293,0,0,0,0,0,0,0,1956
3294,0,0,0,0,0,0,0,1956
3295,0,0,0,0,0,0,0,1956
3296,0,0,0,0,0,0,0,1956
3297,0,0,0,0,0,0,0,1956
